Var1,Var2,Var3,Var4,,,,
19530,2813,2316.7,-227.68,9082.5,3000,139.11,0
19532,5478.2,2885.4,156.39,4995.7,3000,115.35,1
19535,3489.7,1560.8,-463.2,6748.1,3000,146.38,0
19545,1633.3,4669,415.64,9406.9,3000,157.02,1
19546,1606.7,4650.3,415.64,8257.5,3000,134.19,1
19546,312.59,980.73,359.26,4267.3,3000,113.03,1
19547,5469.6,2889.4,456.81,4154.4,3000,176.84,1
19550,1629.6,4667.5,216.29,6985,3000,179.38,1
19553,1592.1,4631.8,395.88,6447.8,3000,138.45,1
19554,1626.5,4689,395.88,5113.5,3000,139.72,1
19554,3796.4,355.69,-658.99,3747.1,3000,231.65,0
19556,1405.5,5067.6,-37.709,3111.8,3000,193,1
19556,3154,2949,172.22,16295,3000,107.26,1
19561,3247,2747.5,48.905,4535.6,3000,180.34,1
19564,2487.5,2950.6,-157.95,713.34,3000,186.09,1
19566,3257.6,2682.8,94.153,4266,3000,126.44,1
19578,2090.5,3487.9,76.421,6023.4,3000,138.05,1
19578,4660.9,2594.8,231.67,6546.3,3000,125.75,1
19579,2094.6,3518.1,76.421,8045.4,3000,154.65,1
19580,2108.2,3485,76.421,14037,3000,124.09,1
19581,2093.1,3528.4,76.421,10605,3000,153.45,1
19582,2127.3,3507,76.421,13316,3000,128.76,1
19583,2131.7,3527,76.421,11275,3000,146.65,1
19584,2100.4,3567.7,76.421,6695.2,3000,145.51,1
19590,1772.8,4182.8,291.7,5872.4,3000,98.373,1
19591,1759.5,4169.6,291.7,14894,3000,118.32,1
19592,1760.7,4151.8,291.7,12672,3000,140.35,1
19597,2211.3,3377.5,66.556,6865.8,3000,147.89,1
19598,2171,3367.3,66.556,4430.7,3000,91.121,1
19599,2177.2,3366.8,66.556,10687,3000,149.91,1
19599,4622.5,2571,44.579,7326.4,3000,113.33,1
19600,4614.2,2618.5,44.579,4643.4,3000,167.82,0
19605,3461.7,2501.1,204.59,7017.3,3000,106.74,1
19606,3420.6,2502.1,204.59,6876,3000,128.57,1
19609,2615.4,3230.8,-337.33,2.49E+07,3000,77.215,0
19611,3046.1,2444.7,157.57,4125.3,3000,122.21,1
19612,3070.4,2480.1,157.57,4896,3000,113.29,1
19613,3455.5,1374.1,-477.86,4371.8,3000,168.97,0
19613,1500.7,1955.8,296.76,11844,3000,129.25,1
19613,1554.1,4705.4,76.097,4786.8,3000,121.7,1
19614,3489.6,1415.1,-477.86,9101.5,3000,142.21,0
19614,1516,2049.7,296.76,3611.2,3000,157.72,1
19615,3474.2,1398.2,-477.86,8040.6,3000,134.8,0
19617,2163.1,3820.2,179.68,4310.7,3000,118.2,1
19618,1828.5,3917.1,474.29,5571.4,3000,147.37,1
19621,3470.1,1514.3,-412.9,7147.5,3000,155.63,0
19625,5062.5,2694.1,-153.61,4825.7,3000,149.98,0
19626,5065.8,2672.5,-153.61,8234.7,3000,170.15,0
19626,3330.6,2628.5,199.48,11533,3000,110.38,1
19627,5105.1,2655.4,-153.61,10277,3000,155.19,0
19628,5060.6,2691.2,-153.61,11250,3000,140.9,0
19629,5070.5,2670.9,-153.61,9867.9,3000,154.53,0
19630,5083.8,2716.5,-153.61,3364.6,3000,171.71,0
19630,612.65,1677.2,340.43,4712.8,3000,185.75,1
19631,649.94,1628.8,340.43,12535,3000,110.43,1
19631,1376.7,5666.1,475.27,4606.3,3000,195.66,1
19632,607.86,1639.6,340.43,6480,3000,162.22,1
19632,1348.2,5664,475.27,3644.9,3000,214.16,1
19636,626.59,1661.7,221.16,8449.8,3000,147.82,1
19637,661.65,1656.9,221.16,6868.9,3000,122.48,1
19638,655.36,1672.1,221.16,5606.9,3000,119.67,1
19638,3396,1679,-274.83,6415.2,3000,98.416,0
19639,616.82,1642.5,221.16,9597.7,3000,139.95,1
19639,3380.6,1677.1,-274.83,3778,3000,127.57,0
19640,621.73,1605.7,221.16,5748,3000,141.16,1
19640,3607.9,2500.3,116,6578.9,3000,133.95,1
19642,1118.7,1731.4,379.81,4876.1,3000,154.84,1
19644,4502.5,2531.2,173.61,4614.4,3000,101.45,1
19648,5940.6,3207.7,324.63,7521.1,3000,152.48,1
19649,5950.2,3194.4,324.63,5029.7,3000,148.98,1
19649,2719.9,2420.1,-232.79,8533.4,3000,138.37,0
19655,5753.1,2917.5,-210.96,4986.2,3000,174.93,0
19659,6212.1,3122.4,-203.44,4630.8,3000,141.22,0
19660,6195.7,3127.6,-203.44,7937.5,3000,126.52,0
19661,6201.6,3085.4,-203.44,9860,3000,126.32,0
19662,2675.7,2624.5,-172.87,8967.4,3000,139.11,0
19663,2660.7,2592.3,-172.87,14606,3000,144.88,0
19664,2651.1,2634.4,-172.87,12048,3000,152.32,0
19664,2490.6,3382.3,97.529,9236.9,3000,147.8,0
19664,3472.1,1117.4,-251.64,3508.5,3000,-94.269,0
19664,6163.6,3084,-97.273,5188.3,3000,124.61,0
19665,2676.9,2596.4,-172.87,16365,3000,124.96,0
19666,2661.2,2613.5,-172.87,8863.7,3000,139.88,0
19668,4443.9,2552.4,174.33,8115.8,3000,127.08,1
19669,5494.6,2788.6,-91.524,7793,3000,118.7,0
19671,1449.2,5638.9,57.836,4456,3000,163.17,1
19671,4492.9,2533.1,167.06,7113.5,3000,123.45,1
19676,4481.4,2564.5,189.51,5291.8,3000,146.12,1
19677,4484.9,2565,189.51,8487,3000,106.38,1
19679,1699.2,4475.6,418.53,10599,3000,152.51,1
19680,1702.5,4528,418.53,9866.4,3000,139.97,1
19681,1666.4,4508.3,418.53,3521.3,3000,155.65,1
19681,3775.3,525.62,-551.3,3.12E+08,3000,3635.1,0
19682,3729.7,517.11,-551.3,5938.2,3000,168.79,0
19683,3266.5,2739,164.76,9893.1,3000,135.8,1
19684,3240.8,2749.9,164.76,6833,3000,108.67,1
19684,4875.7,2561.8,153.59,8355.3,3000,117.22,1
19685,4854.5,2539.4,153.59,9338.2,3000,141.82,1
19686,4839.2,2581,153.59,9373.1,3000,146.74,1
19689,1399.5,5389.5,-24.184,4085.6,3000,200.07,1
19693,2116,3787.3,122.85,12171,3000,131.24,1
19694,2112.8,3787.1,122.85,14404,3000,118.27,1
19694,4814.7,2564.4,168.7,10868,3000,123.7,1
19695,4856.2,2560.8,168.7,11392,3000,135.32,1
19697,1578.3,5013.4,248.62,11531,3000,118.48,1
19697,4847,2541.1,153.24,13364,3000,120.38,1
19698,1557.8,5044.8,248.62,7407,3000,164.32,1
19698,4856.5,2575.8,153.24,12380,3000,136.57,1
19699,1527.1,5076.8,248.62,5550.7,3000,196.93,1
19699,1382.8,5683.2,-90.594,6014.6,3000,172.23,1
19703,3448.5,1013.9,79.625,4141.7,3000,140.27,0
19704,3351.8,2489.9,79.625,8894.8,3000,177.36,1
19705,3373.1,2473.5,79.625,10772,3000,143.75,1
19705,1796.1,4190.9,137.82,7870.2,3000,127,1
19706,3406.1,2516.5,79.625,10330,3000,215.46,0
19706,4683.7,2621.7,-64.214,6806.7,3000,174.19,1
19707,3440.5,970.95,79.625,9356.9,3000,149.65,0
19707,4730.6,2589.4,-64.214,9812.5,3000,153.56,0
19707,3250.3,2655.4,72.319,3819.9,3000,189.96,1
19708,3474.1,1001.3,79.625,4921.6,3000,147.32,0
19708,4702.4,2594.2,-64.214,8812.7,3000,171.74,0
19709,3363,2484.2,79.625,12749,3000,143.15,1
19710,3361.8,2462.9,79.625,9088.8,3000,156.14,1
19710,1512.3,6109.8,-168.15,5879.4,3000,102.78,0
19711,1737.8,4273.1,-13.968,4474,3000,109.02,1
19712,1442.8,5397.5,254.11,8268,3000,131.33,1
19715,2694.3,2572.3,-185.36,6350.9,3000,131.74,0
19716,2694,2548.4,-185.36,10787,3000,169.63,0
19716,1591,6088.5,-189.85,3870.4,3000,153.57,0
19717,1531.7,6181.9,-189.85,8929.8,3000,131.62,0
19718,5959.2,3261.5,467.17,4256.9,3000,154.01,1
19719,4741.2,2577,-27.83,4684.6,3000,141.25,0
19719,457,1126.3,334.76,3592.2,3000,128.37,1
19720,4753.2,2531.8,-27.83,5234.8,3000,140.86,0
19720,3128.8,1872.8,-265.74,14682,3000,132.86,0
19721,3167,1876.8,-265.74,13042,3000,141.48,0
19722,3125.5,1865,-265.74,14578,3000,137.4,0
19723,3139,1865.9,-265.74,6532.4,3000,144.21,0
19724,1443.1,5584.3,474.15,6259.1,3000,169.7,1
19725,4702.7,2598.5,-149,6532.5,3000,135.2,0
19727,3328.8,1779.2,-445.4,4836.1,3000,90.083,0
19728,3400.5,1700.5,-445.4,12225,3000,133.88,0
19728,2395.2,3015.7,-2.3742,3745.5,3000,189.97,0
19729,3396.1,1704.3,-445.4,14435,3000,138.38,0
19729,2412.8,3001.5,-2.3742,7911.2,3000,187.36,1
19730,3392.5,1709.7,-445.4,13249,3000,134.29,0
19730,2443,2980.5,-2.3742,5586.8,3000,221.41,0
19730,1523.2,1946.5,402.65,9179,3000,158.07,1
19731,3405,1681.5,-445.4,5911.8,3000,145.72,0
19731,1510.1,1951.2,402.65,5550.7,3000,121.8,1
19731,5858.6,3191.4,243.96,6961.3,3000,133.49,1
19732,2889.2,2082.8,-217.1,7274,3000,126.37,0
19733,1380,1853.9,230.05,11204,3000,135.67,1
19734,1354.7,1857.8,230.05,13678,3000,115.7,1
19737,1371.6,1874.4,194.74,9048.6,3000,114.8,1
19740,1624.9,4672.8,98.442,7026.8,3000,92.942,1
19741,1529.6,4669.7,98.442,7110.1,3000,140.24,1
19741,3134.9,2445.9,209.17,5352.8,3000,147.65,1
19744,2048.6,3843.2,135.08,7276,3000,193.48,1
19744,3442.6,1686.1,-355.91,11904,3000,122.48,0
19745,2020.1,3871.4,135.08,16335,3000,113.69,1
19746,2030.1,3895.3,135.08,13612,3000,122.56,1
19747,1985.8,3846.2,135.08,8142,3000,137.42,1
19749,3506,1598.7,-91.152,4125.3,3000,147.07,0
19752,3434,1693.2,-300.94,1.54E+12,3000,-166.32,0
19753,3409.2,1718.3,-300.94,12543,3000,143.42,0
19754,3409.7,1704.8,-300.94,12790,3000,136.83,0
19755,3422.9,1714.6,-300.94,12130,3000,142.25,0
19762,2202.4,3357.5,32.337,11338,3000,136.09,1
19763,2207,3407.7,32.337,5957.9,3000,167.45,1
19765,761.17,1737.6,340.07,9383.1,3000,131.58,1
19766,6075.4,3292.5,252.37,3550,3000,100.84,1
19767,2604.9,2649.8,-259.88,3749.2,3000,191.72,0
19768,2618.4,2691.2,-259.88,5419.1,3000,158.35,0
19769,4006.1,2496.5,16.193,5343.3,3000,131.94,1
19771,4695.6,2546.8,210.62,4079,3000,166.06,1
19772,2526.3,3293.8,101.32,11314,3000,132.91,1
19778,4507.4,2535.6,126.51,8276,3000,155.06,1
19778,953.22,1738.3,237.02,7548.4,3000,121.01,1
19779,4460.6,2553.9,126.51,12423,3000,126.14,1
19779,970.05,1750.4,237.02,13024,3000,126.08,1
19779,1608.7,5965.1,-161.67,6188.7,3000,96.846,0
19780,941.35,1723.1,237.02,12323,3000,120.79,1
19780,1474,5977.8,-161.67,5648.1,3000,114.21,1
19780,5361.2,2841.5,354.79,5122.2,3000,187.82,1
19781,5416.6,2815.6,354.79,5982.5,3000,128.39,1
19781,4658.5,2550.3,134.4,9436.1,3000,148.51,1
19782,4662.7,2552.9,134.4,11523,3000,139.83,1
19783,3222.2,1838.2,-445.56,15516,3000,135.58,0
19783,5395.5,2835.5,225.72,10428,3000,128.19,1
19784,3254.3,1823.8,-445.56,6677.3,3000,125.78,0
19784,5377.1,2807.3,225.72,12254,3000,115.71,1
19784,4593.8,2641.4,-55.996,2516.9,3000,220.84,1
19785,5386.1,2829.8,225.72,4883.2,3000,135.03,1
19785,4546.1,2552.6,-55.996,8315.7,3000,166.98,1
19788,5958.6,2986.6,-137.76,5290.9,3000,129.63,0
19789,2905.4,2044.2,-380.62,4904,3000,117.5,0
19789,1491.5,5414.3,487.94,5199.7,3000,183.62,1
19791,1563.5,2011.8,-213.78,3558.2,3000,103.41,0
19793,2887.9,3107.6,170.81,12225,3000,135.78,1
19796,3490.3,2476.2,-503.36,13503,3000,129.93,1
19796,3525.3,842.7,114.61,8000.8,3000,176.2,0
19797,3489.4,2457.9,-503.36,11633,3000,140.92,1
19797,3505.8,860.62,114.61,8257.1,3000,184.03,0
19797,1708.5,4403.3,128.11,5327.1,3000,136.04,1
19797,2933.4,3084.7,155.16,7324.1,3000,105.28,1
19798,3473.7,929.58,-503.36,14653,3000,170.12,0
19798,3499.6,2493.5,114.61,11690,3000,143.06,1
19798,2885.1,3104.8,155.16,14119,3000,141.12,1
19799,3487.1,901.92,-503.36,9049.9,3000,169.32,0
19799,3492.8,2533.3,114.61,4629.1,3000,151.01,1
19799,2860.3,3164.4,155.16,10128,3000,126.55,1
19806,1871.4,4066.5,193.77,5831.3,3000,145.29,1
19807,1820.3,4005.2,193.77,14068,3000,123.72,1
19808,1829.8,4006,193.77,12302,3000,126.89,1
19809,1833.9,4014.5,193.77,8605.2,3000,122.23,1
19809,3493.9,1038,-305.6,6238.1,3000,155.9,0
19809,2955.6,3056.9,160.65,11554,3000,119.31,1
19809,4533.5,2560,183.54,7514.7,3000,136.73,1
19810,3452.5,1034.5,-305.6,9145.5,3000,156.78,0
19810,2957.6,3071,160.65,11254,3000,145.96,1
19811,3429.3,966.12,-305.6,4498.8,3000,108.72,0
19813,1774.8,4023.4,182.19,5574.3,3000,128.63,1
19814,1852.6,3990.7,182.19,6282.8,3000,96.815,1
19814,1573.8,1913.7,280.03,4701.8,3000,77.504,1
19814,2449,2353.1,187.14,14247,3000,119.31,1
19815,2482,2355.6,187.14,7959.1,3000,133.2,1
19816,1679.5,4555.1,306.14,9983.6,3000,142.5,1
19817,2493,2398.1,188.8,8053.1,3000,140.08,1
19817,2945,3065.2,198.07,13167,3000,123.79,1
19818,2452.3,2395.4,188.8,7083.5,3000,138.03,1
19818,2985.8,3082.8,198.07,11712,3000,137.85,1
19819,2972.9,3111.4,198.07,7002.5,3000,127.88,1
19820,722.62,1651.4,401.78,5148.3,3000,148.06,1
19821,2846.5,2449.4,76.93,10393,3000,149.04,0
19821,1823.1,2138,207.91,6135,3000,113.88,1
19822,1778.2,2113.3,207.91,13135,3000,135.14,1
19822,1543.7,4992.1,456.13,6420.8,3000,177.93,1
19823,1778,2130.7,207.91,5018.6,3000,128.99,1
19826,1517.8,1943.1,252.71,9610.9,3000,140.13,1
19827,1670.1,4442.4,291.62,10939,3000,135.08,1
19828,1718.6,4442.4,291.62,6147.6,3000,200.87,1
19829,1735.3,4437,291.62,8534.8,3000,127.93,1
19839,1730.9,4288.1,140.53,12656,3000,120.4,1
19840,1764.9,4311.5,140.53,13343,3000,136.3,1
19840,6093.3,3101.9,-185.65,8268.4,3000,138.34,0
19841,1770.1,4264.4,140.53,6402.6,3000,133.09,1
19842,4630.2,2576,-110.58,6337.5,3000,149.4,0
19843,4668.8,2587.4,-110.58,10214,3000,147.65,0
19844,6122.9,3070,-155.67,9423,3000,130.86,0
19845,6087.5,3078.1,-155.67,3841.3,3000,149.54,0
19845,3402,2526.8,92.901,12355,3000,133.87,1
19846,3415.2,2546.4,92.901,9696.7,3000,156.68,1
19846,4093.7,2463,17.507,5456.5,3000,136.73,1
19847,3406.7,2569.1,92.901,3980.2,3000,126.67,1
19851,6090.9,3037.2,-157.35,4154.7,3000,102.47,0
19852,6100,3048.8,-157.35,8983.5,3000,162.25,0
19852,3583.6,2493.8,15.482,10424,3000,128.63,1
19853,6102.1,3037.3,-157.35,7664,3000,167.95,0
19853,3582.5,2482,15.482,6579.8,3000,169.64,1
19853,2211.4,3617.8,111.5,5909,3000,165.44,1
19854,3577.4,2485.1,15.482,4978,3000,168.18,1
19854,2246.1,3633.2,111.5,12293,3000,149.58,1
19855,2259.6,3633.9,111.5,9642.4,3000,137.87,1
19859,1481.6,5425.3,79.567,8098.7,3000,163.97,1
19860,1459.2,5401.7,79.567,8060.5,3000,165.65,1
19861,1457.3,5398.7,79.567,8257.7,3000,151.02,1
19862,1536.1,5994.5,79.567,6319.1,3000,183.07,0
19862,2670.2,3235.8,173.9,8869.4,3000,134,1
19863,2685.5,3240.1,173.9,13665,3000,130.33,1
19864,2729.1,3126.1,173.9,10440,3000,154.38,0
19865,6102.8,3036.5,-220.29,7368.5,3000,129.37,0
19866,6066.8,3036.7,-220.29,6258.1,3000,156.38,0
19872,2093.1,3714.7,68.746,5278.4,3000,155.41,1
19877,3487.1,1065.6,-469.57,3812,3000,136.53,0
19888,4575.7,2628.7,211.55,3707.5,3000,145.87,1
19891,3136.9,1906,-314.51,12955,3000,134.86,0
19892,3212.2,1852.4,-314.51,10075,3000,154.88,0
19893,3127.4,1921.4,-314.51,6062.8,3000,125.33,0
19894,3097.8,1880.6,-314.51,6008.5,3000,93.702,0
19895,3127.6,1880.9,-314.51,4641.2,3000,120.42,0
19896,2712.7,2402.7,121.69,11219,3000,148.73,1
19906,3034.2,2423,111.69,9777.1,3000,131.94,1
19912,917.88,1766.8,341.92,8266.8,3000,144.37,1
19913,2816.7,2294.6,-161.65,11235,3000,153.26,0
19913,3489.8,844.68,-347.15,7982.9,3000,138.83,0
19914,3507.2,878.65,-347.15,6672.5,3000,172,0
19914,940.58,1773.2,315.19,4199.9,3000,142.98,1
19916,1337.8,5754.5,371.81,4053.1,3000,162.61,1
19920,5870.9,3143.4,145.07,10673,3000,128.06,1
19921,5872.8,3176.2,145.07,6501.1,3000,137.3,1
19921,1609.9,4548.3,49.151,7872.4,3000,91.094,1
19922,5835.5,3193,145.07,8392.6,3000,130.29,1
19922,1606.6,4554.3,49.151,8446.4,3000,140.71,1
19923,5843.3,3177.1,145.07,12782,3000,111.66,1
19923,1622.1,4569.3,49.151,10959,3000,128.48,1
19924,5836.2,3171.1,145.07,10008,3000,114.55,1
19924,1613,4529.9,49.151,8524.4,3000,135.14,1
19925,1320.5,5723.4,379.85,5244.2,3000,155.63,1
19929,1830.2,4216.2,125.47,8031.7,3000,145.81,1
19930,1820.8,4163.7,125.47,12041,3000,116.2,1
19931,3361.3,2481.6,38.579,3672.8,3000,112.46,1
19932,3410.8,2467.4,38.579,6231.3,3000,113.66,1
19937,2026.7,3835.4,106.69,8663.6,3000,149.03,1
19937,4233.3,2592.3,161.12,8281.7,3000,131.6,1
19938,2093.3,3851.2,106.69,3822.4,3000,152.24,1
19938,4194.9,2586.7,161.12,4153,3000,120.15,1
19944,6027.4,3326.8,194.52,6036.8,3000,110.35,1
19945,5942.6,3311.9,194.52,6135.5,3000,94.175,1
19946,5999.5,3305.3,194.52,6609.7,3000,129.56,1
19949,6060.8,3022,-150.43,6349.8,3000,120.01,0
19954,2823.4,3187.7,178.08,13371,3000,127.47,1
19955,2839.1,3184.5,178.08,8922.6,3000,123.97,1
19958,3614.2,668.3,-565.05,6342.2,3000,187.34,0
19959,1663.9,4801.1,240.87,4842.4,3000,126.41,1
19964,4952.2,2632.9,-64.567,6350.8,3000,174.81,0
19965,4869.1,2670.9,-64.567,2747.4,3000,199.09,0
19968,1506.1,4975.2,97.28,4841.9,3000,144.47,1
19969,1487.4,5001.5,97.28,8553.5,3000,143.22,1
19970,1485.8,4969.2,97.28,9816.5,3000,153.78,1
19971,1520.5,4982.4,97.28,6387.1,3000,137.37,1
19971,2221.1,3469.8,85.322,6598,3000,189.22,1
19972,2278.6,3451.7,85.322,14684,3000,183.32,1
19973,2439.8,3392.6,151.03,14294,3000,118.58,0
19974,2446.5,3443.9,151.03,5968.1,3000,115.67,1
19975,1585.2,4604.6,69.839,11291,3000,127.3,1
19976,1558,4608.5,69.839,8522.2,3000,130.58,1
19978,1684.6,4416.3,129.97,6975.2,3000,125.54,1
19979,1677.2,4450.6,129.97,6720.6,3000,156.17,1
19979,3937.4,252.85,-219.61,3393.7,3000,134.25,0
19982,1585.3,4624,56.936,10583,3000,112.26,1
19984,3419.1,1197.5,-464.34,8561.3,3000,148.17,0
19985,3426.8,1206.4,-464.34,8823.6,3000,132.31,0
19987,2546.3,2829,-48.304,4665.1,3000,110.86,0
19988,4676.1,2574.2,-93.089,9932.6,3000,156.81,0
19989,4658.6,2573.2,-93.089,7307.3,3000,168.89,0
19993,1544,6038.8,-55.827,8746.5,3000,144.79,0
19993,3755.5,321.13,-576.79,3262.1,3000,155.71,0
19993,3229.8,2867.5,170.56,6190.9,3000,122.82,1
19994,1540.2,6065.5,-55.827,8719.8,3000,139.1,0
19994,3166.6,2866.5,170.56,10659,3000,140.55,1
19995,1530.8,6022.2,-55.827,7767,3000,149.21,0
19995,3214.2,2903.4,170.56,11007,3000,122.57,1
19996,3486.6,1490.3,-239.09,9136.4,3000,97.369,0
19992,3755.5,321.13,-576.79,2822.6,3000,155.71,0
19990,4658.6,2573.2,-93.089,3118.4,3000,168.89,0
19987,4676.1,2574.2,-93.089,3486.8,3000,156.81,0
19986,3426.8,1206.4,-464.34,5592.8,3000,132.31,0
19981,1585.3,4624,56.936,4580.8,3000,112.26,1
19974,1585.2,4604.6,69.839,3564,3000,127.3,1
19967,1506.1,4975.2,97.28,1868.7,3000,144.47,1
19957,3614.2,668.3,-565.05,3906.1,3000,187.34,0
19953,2823.4,3187.7,178.08,4335,3000,127.47,1
19947,5999.5,3305.3,194.52,2782.7,3000,129.56,1
19943,6027.4,3326.8,194.52,4509.1,3000,110.35,1
19924,1320.5,5723.4,379.85,3020.4,3000,155.63,1
19915,1337.8,5754.5,371.81,2030.7,3000,162.61,1
19914,2816.7,2294.6,-161.65,3308.3,3000,153.26,0
19873,2093.1,3714.7,68.746,3637.3,3000,155.41,1
19867,6066.8,3036.7,-220.29,2689.9,3000,156.38,0
19863,1536.1,5994.5,79.567,2054.4,3000,183.07,0
19862,1457.3,5398.7,79.567,4742.8,3000,151.02,1
19858,1481.6,5425.3,79.567,2897,3000,163.97,1
19855,3577.4,2485.1,15.482,2544.4,3000,168.18,1
19854,6102.1,3037.3,-157.35,3328,3000,167.95,0
19844,3402,2526.8,92.901,4563.8,3000,133.87,1
19843,6122.9,3070,-155.67,4457.3,3000,130.86,0
19839,6093.3,3101.9,-185.65,3437.4,3000,138.34,0
19841,6093.3,3101.9,-185.65,5085.4,3000,138.34,0
19820,2846.5,2449.4,76.93,2707.6,3000,149.04,0
19816,2493,2398.1,188.8,4373.2,3000,140.08,1
19816,2482,2355.6,187.14,4523.1,3000,133.2,1
19813,2449,2353.1,187.14,4578.1,3000,119.31,1
19813,1573.8,1913.7,280.03,3951.8,3000,77.504,1
19810,4533.5,2560,183.54,3955,3000,136.73,1
19798,1708.5,4403.3,128.11,2635.7,3000,136.04,1
19792,2887.9,3107.6,170.81,8434.1,3000,135.78,1
19788,2905.4,2044.2,-380.62,3094.8,3000,117.5,0
19787,5958.6,2986.6,-137.76,2326.6,3000,129.63,0
19780,4658.5,2550.3,134.4,9028.9,3000,148.51,1
19780,4460.6,2553.9,126.51,11040,3000,126.14,1
19771,2526.3,3293.8,101.32,5673.6,3000,132.91,1
19768,4006.1,2496.5,16.193,4330.5,3000,131.94,1
19764,761.17,1737.6,340.07,4827.6,3000,131.58,1
19764,2207,3407.7,32.337,2142.3,3000,167.45,1
19756,3422.9,1714.6,-300.94,4013.6,3000,142.25,0
19748,3506,1598.7,-91.152,2605,3000,147.07,0
19743,2048.6,3843.2,135.08,3841.3,3000,193.48,1
19742,3134.9,2445.9,209.17,3483.8,3000,147.65,1
19736,1371.6,1874.4,194.74,5874.9,3000,114.8,1
19733,2889.2,2082.8,-217.1,4402.6,3000,126.37,0
19732,1510.1,1951.2,402.65,3349.6,3000,121.8,1
19725,1443.1,5584.3,474.15,4273.9,3000,169.7,1
19719,3128.8,1872.8,-265.74,4895,3000,132.86,0
19717,5959.2,3261.5,467.17,3848,3000,154.01,1
19717,2694,2548.4,-185.36,4329.5,3000,169.63,0
19711,1442.8,5397.5,254.11,4719.9,3000,131.33,1
19713,1442.8,5397.5,254.11,6184.7,3000,131.33,1
19711,1512.3,6109.8,-168.15,3367.9,3000,102.78,0
19711,3361.8,2462.9,79.625,2769.7,3000,156.14,1
19709,4702.4,2594.2,-64.214,3751.1,3000,171.74,0
19700,1382.8,5683.2,-90.594,2128.1,3000,172.23,1
19699,4856.5,2575.8,153.24,3746.7,3000,136.57,1
19696,4847,2541.1,153.24,3544.4,3000,120.38,1
19696,4856.2,2560.8,168.7,3208.7,3000,135.32,1
19688,1399.5,5389.5,-24.184,1869.5,3000,200.07,1
19672,4492.9,2533.1,167.06,4721.4,3000,123.45,1
19668,5494.6,2788.6,-91.524,2832.7,3000,118.7,0
19665,6163.6,3084,-97.273,4601.8,3000,124.61,0
19663,2490.6,3382.3,97.529,4059.4,3000,147.8,0
19654,5753.1,2917.5,-210.96,2745.2,3000,174.93,0
19648,2719.9,2420.1,-232.79,5051.2,3000,138.37,0
19647,5940.6,3207.7,324.63,2637.3,3000,152.48,1
19641,1118.7,1731.4,379.81,4140.4,3000,154.84,1
19639,3607.9,2500.3,116,3352.2,3000,133.95,1
19635,626.59,1661.7,221.16,4376.1,3000,147.82,1
19630,1376.7,5666.1,475.27,3229.8,3000,195.66,1
19618,2163.1,3820.2,179.68,4294,3000,118.2,1
19612,1500.7,1955.8,296.76,5480.5,3000,129.25,1
19593,1760.7,4151.8,291.7,4471.4,3000,140.35,1
19565,3257.6,2682.8,94.153,3165.6,3000,126.44,1
19567,3257.6,2682.8,94.153,3273,3000,126.44,1
19562,3247,2747.5,48.905,3539,3000,180.34,1
19555,3154,2949,172.22,5589.4,3000,107.26,1
19557,3154,2949,172.22,5217.9,3000,107.26,1
19553,3796.4,355.69,-658.99,2169.9,3000,231.65,0
19551,1629.6,4667.5,216.29,2741.7,3000,179.38,1
19546,5469.6,2889.4,456.81,3328.7,3000,176.84,1
19547,312.59,980.73,359.26,3722.1,3000,113.03,1
19531,5478.2,2885.4,156.39,3629.7,3000,115.35,1
19526,1566.5,4756,44.685,4179.1,3000,130.09,1
19525,5467.9,2903.9,131.64,2088.3,3000,170.16,1
19523,4052.6,2606.2,212.73,5260.1,3000,119.84,1
19517,1774.4,4162.1,255.53,3637.2,3000,131.46,1
19517,2688.6,2492,-125.56,8432.5,3000,131.79,0
19512,3369.7,1723.9,-343.8,2849.2,3000,116.99,0
19507,3777.1,2516.8,164.39,4980.5,3000,143.37,1
19501,1407,1887.1,185.27,3199.7,3000,122.13,1
19499,470.29,1325.6,337.87,4658,3000,126.94,1
19499,1530.8,4715.5,31.594,2430.1,3000,147.92,1
19501,1530.8,4715.5,31.594,2059,3000,147.92,1
19493,5896.1,3152.4,184.83,4396.1,3000,134.29,1
19489,3492.9,1437.9,-327.71,6096.3,3000,124.61,0
19480,1744.1,4305.2,289.14,7548.8,3000,126.24,1
19479,3524.4,1419.1,-273.52,2916,3000,133,0
19477,3770.5,2501.8,-6.8903,2864.2,3000,156.71,1
19472,1517.2,4777.1,29.107,3323.5,3000,136.31,1
19467,5633,2855.6,-96.655,4234.8,3000,142.67,0
19459,4998.1,2608.3,195.75,3985.1,3000,119,1
19429,538.75,1453.5,274.21,3202.9,3000,140.06,1
19412,1538.4,5899,-91.366,3059.6,3000,161.64,0
19411,1394.7,5488.3,-91.366,3657.3,3000,137.53,1
19412,5651.9,2854.6,-85.005,3331.8,3000,134.46,0
19401,1703.7,4361.1,345.27,4308.5,3000,146.9,1
19388,424.39,1278.5,503.99,3781.6,3000,147.82,1
19384,3095.7,2995.7,159.57,3274.8,3000,189.31,1
19385,2741.6,3216.2,96.462,6192.7,3000,114.78,1
19377,2638.8,2387.5,183.41,3661.2,3000,115.39,1
19366,628.26,1665.8,271.66,6296.8,3000,112.95,1
19339,3533.4,839.13,-489.59,4024.8,3000,164.59,0
19330,2570.9,2771.6,-83.181,3702,3000,126.46,0
19324,575.37,1628,219.7,6795,3000,83.394,1
