Ground-truth,frame,xnano,ynano,znano,intensity 
18742,  3021, 3961.474, 65.767, -656.336, 176.298 
18743, 12675, 3986.469, 3.168, -652.649, 28.855 
18744,  2932, 3947.189, 99.003, -653.343, 177.945 
18745,  2933, 3947.189, 99.003, -653.343, 587.494 
18746,  2934, 3947.189, 99.003, -653.343, 21.077 
18747, 13518, 3982.351, 36.026, -657.459, 49.992 
18748, 13519, 3982.351, 36.026, -657.459, 344.504 
18749, 13521, 3982.351, 36.026, -657.459, 89.445 
18750, 13522, 3982.351, 36.026, -657.459, 533.054 
18751, 15921, 3949.680, 87.536, -656.522, 258.381 
18752,  4748, 3944.094, 78.982, -636.542, 479.771 
18753,  4749, 3944.094, 78.982, -636.542, 587.423 
18754,  4750, 3944.094, 78.982, -636.542, 9.634 
18755,  9656, 3959.746, 84.799, -640.136, 463.651 
18756,  1125, 3971.956, 56.593, -646.227, 234.881 
18757,  1126, 3971.956, 56.593, -646.227, 491.931 
18758,  9006, 3947.953, 86.845, -635.946, 335.934 
18759,  9007, 3947.953, 86.845, -635.946, 269.099 
18760, 16185, 3969.359, 65.063, -648.587, 167.216 
18761, 16186, 3969.359, 65.063, -648.587, 487.706 
18762, 16187, 3969.359, 65.063, -648.587, 569.571 
18763, 16188, 3969.359, 65.063, -648.587, 137.466 
18764, 12787, 3950.940, 96.909, -636.621, 471.651 
18765, 12788, 3950.940, 96.909, -636.621, 567.063 
18766, 12789, 3950.940, 96.909, -636.621, 172.676 
18767,  3616, 3969.645, 32.509, -647.793, 38.804 
18768,  3617, 3969.645, 32.509, -647.793, 569.090 
18769,  3618, 3969.645, 32.509, -647.793, 153.325 
18770,  9814, 3955.820, 92.847, -639.331, 107.081 
18771,  9815, 3955.820, 92.847, -639.331, 587.321 
18772,  9816, 3955.820, 92.847, -639.331, 9.773 
18773, 18444, 3972.124, 30.050, -646.900, 582.297 
18774, 18445, 3972.124, 30.050, -646.900, 588.749 
18775, 18446, 3972.124, 30.050, -646.900, 588.749 
18776, 18447, 3972.124, 30.050, -646.900, 588.749 
18777, 18448, 3972.124, 30.050, -646.900, 542.672 
18778, 18449, 3972.124, 30.050, -646.900, 143.957 
18779, 18451, 3972.124, 30.050, -646.900, 374.359 
18780, 18453, 3972.124, 30.050, -646.900, 88.760 
18781, 18454, 3972.124, 30.050, -646.900, 27.060 
18782,  9511, 3969.783, 67.267, -647.743, 160.492 
18783,  9512, 3969.783, 67.267, -647.743, 333.938 
18784, 16292, 3937.958, 89.856, -642.061, 48.795 
18785, 16293, 3937.958, 89.856, -642.061, 415.612 
18786, 17948, 3980.889, 25.460, -648.758, 192.151 
18787, 17949, 3980.889, 25.460, -648.758, 557.381 
18788, 17950, 3980.889, 25.460, -648.758, 372.992 
18789,  3454, 3939.510, 88.993, -646.161, 207.327 
18790, 16527, 3957.395, 82.430, -643.319, 496.648 
18791, 11255, 3947.872, 81.918, -637.622, 72.658 
18792, 11256, 3947.872, 81.918, -637.622, 226.743 
18793, 11257, 3947.872, 81.918, -637.622, 178.931 
18794, 11258, 3947.872, 81.918, -637.622, 560.013 
18795, 11259, 3947.872, 81.918, -637.622, 552.815 
18796,  6854, 3977.656, 22.643, -645.769, 172.543 
18797, 13941, 3955.314, 87.545, -649.376, 204.043 
18798, 13942, 3955.314, 87.545, -649.376, 51.989 
18799, 13943, 3955.314, 87.545, -649.376, 197.726 
18800, 13944, 3955.314, 87.545, -649.376, 266.780 
18801, 13946, 3955.314, 87.545, -649.376, 425.119 
18802, 13947, 3955.314, 87.545, -649.376, 82.019 
18803, 14086, 3967.335, 69.883, -649.756, 146.505 
18804, 14090, 3967.335, 69.883, -649.756, 390.905 
18805, 14091, 3967.335, 69.883, -649.756, 199.793 
18806,  8246, 3979.926, 37.063, -647.904, 102.576 
18807,  8247, 3979.926, 37.063, -647.904, 87.541 
18808, 11708, 3948.488, 76.812, -639.440, 20.166 
18809, 11711, 3948.488, 76.812, -639.440, 200.558 
18810, 11712, 3948.488, 76.812, -639.440, 507.404 
18811, 11714, 3948.488, 76.812, -639.440, 262.906 
18812, 11715, 3948.488, 76.812, -639.440, 284.685 
18813, 17840, 3968.316, 33.288, -649.425, 54.735 
18814, 17841, 3968.316, 33.288, -649.425, 227.091 
18815, 17842, 3968.316, 33.288, -649.425, 429.941 
18816, 15615, 3940.738, 111.099, -651.125, 430.327 
18817, 15616, 3940.738, 111.099, -651.125, 581.373 
18818, 15617, 3940.738, 111.099, -651.125, 491.899 
18819, 15619, 3940.738, 111.099, -651.125, 102.295 
18820, 15620, 3940.738, 111.099, -651.125, 477.284 
18821, 15621, 3940.738, 111.099, -651.125, 582.908 
18822, 15622, 3940.738, 111.099, -651.125, 520.322 
18823, 15623, 3940.738, 111.099, -651.125, 422.337 
18824, 15624, 3940.738, 111.099, -651.125, 46.515 
18825,  5280, 3928.731, 118.636, -650.225, 189.505 
18826,  5281, 3928.731, 118.636, -650.225, 416.774 
18827,  6115, 3904.840, 166.587, -638.705, 107.863 
18828, 16201, 3926.818, 113.804, -643.938, 252.737 
18829, 16204, 3926.818, 113.804, -643.938, 183.890 
18830, 16205, 3926.818, 113.804, -643.938, 45.006 
18831,  4080, 3921.355, 138.738, -643.938, 117.200 
18832,  4081, 3921.355, 138.738, -643.938, 235.772 
18833, 18966, 3910.637, 142.888, -636.579, 424.590 
18834, 18967, 3910.637, 142.888, -636.579, 286.002 
18835, 18968, 3910.637, 142.888, -636.579, 219.864 
18836, 18969, 3910.637, 142.888, -636.579, 229.628 
18837,   916, 3907.868, 155.942, -626.557, 206.903 
18838,   917, 3907.868, 155.942, -626.557, 123.754 
18839,  8965, 3914.444, 153.288, -642.274, 202.975 
18840,  8966, 3914.444, 153.288, -642.274, 500.481 
18841,  9832, 3905.409, 154.128, -624.868, 105.668 
18842,  9833, 3905.409, 154.128, -624.868, 598.056 
18843,  9834, 3905.409, 154.128, -624.868, 61.508 
18844,  9835, 3905.409, 154.128, -624.868, 78.610 
18845,  9836, 3905.409, 154.128, -624.868, 267.206 
18846,  8979, 3926.762, 104.421, -639.844, 239.052 
18847,  8980, 3926.762, 104.421, -639.844, 474.944 
18848,  2083, 3908.599, 151.224, -635.177, 452.388 
18849,  2084, 3908.599, 151.224, -635.177, 578.460 
18850,  2085, 3908.599, 151.224, -635.177, 578.460 
18851,  2086, 3908.599, 151.224, -635.177, 578.460 
18852,  2087, 3908.599, 151.224, -635.177, 313.664 
18853, 12189, 3930.366, 135.095, -627.101, 259.784 
18854, 12190, 3930.366, 135.095, -627.101, 296.065 
18855,  7795, 3932.992, 137.759, -631.755, 192.581 
18856,  7798, 3932.992, 137.759, -631.755, 523.607 
18857,  7799, 3932.992, 137.759, -631.755, 98.130 
18858, 16304, 3926.047, 115.662, -633.899, 97.805 
18859, 16305, 3926.047, 115.662, -633.899, 181.025 
18860,  8852, 3934.183, 138.820, -632.165, 17.383 
18861,  8853, 3934.183, 138.820, -632.165, 619.982 
18862,  8854, 3934.183, 138.820, -632.165, 562.217 
18863,  8856, 3934.183, 138.820, -632.165, 48.546 
18864,  8857, 3934.183, 138.820, -632.165, 619.982 
18865,  8858, 3934.183, 138.820, -632.165, 103.187 
18866, 17350, 3922.524, 148.486, -643.572, 140.824 
18867, 17351, 3922.524, 148.486, -643.572, 612.305 
18868, 17352, 3922.524, 148.486, -643.572, 262.263 
18869, 14173, 3931.014, 137.346, -632.797, 101.441 
18870,  9387, 3919.105, 147.426, -623.550, 83.426 
18871,  9388, 3919.105, 147.426, -623.550, 477.385 
18872, 16896, 3910.622, 140.510, -629.007, 309.373 
18873, 16897, 3910.622, 140.510, -629.007, 295.858 
18874, 16898, 3910.622, 140.510, -629.007, 558.279 
18875, 10718, 3917.448, 167.966, -638.468, 395.342 
18876, 10719, 3917.448, 167.966, -638.468, 184.900 
18877,  1711, 3920.738, 122.205, -632.837, 389.708 
18878,  1712, 3920.738, 122.205, -632.837, 563.134 
18879, 10877, 3929.804, 112.247, -635.308, 126.408 
18880, 10878, 3929.804, 112.247, -635.308, 341.310 
18881,  8085, 3935.080, 116.966, -628.226, 361.205 
18882,  8086, 3935.080, 116.966, -628.226, 42.377 
18883,  1334, 3905.523, 199.656, -623.194, 577.297 
18884,  1335, 3905.523, 199.656, -623.194, 46.555 
18885,  1336, 3905.523, 199.656, -623.194, 44.603 
18886, 10091, 3911.855, 178.718, -632.985, 64.907 
18887, 12145, 3910.186, 150.654, -639.358, 452.566 
18888, 12146, 3910.186, 150.654, -639.358, 617.462 
18889, 12147, 3910.186, 150.654, -639.358, 295.657 
18890,  4852, 3911.749, 147.806, -640.890, 368.627 
18891,  4853, 3911.749, 147.806, -640.890, 83.783 
18892,  1044, 3949.562, 100.201, -638.174, 60.825 
18893,  1045, 3949.562, 100.201, -638.174, 369.735 
18894,  3446, 3912.667, 184.360, -626.618, 128.739 
18895,  3447, 3912.667, 184.360, -626.618, 442.885 
18896,  3448, 3912.667, 184.360, -626.618, 108.516 
18897, 19378, 3930.740, 142.848, -638.934, 164.397 
18898, 19379, 3930.740, 142.848, -638.934, 589.546 
18899, 19380, 3930.740, 142.848, -638.934, 589.546 
18900, 19381, 3930.740, 142.848, -638.934, 372.712 
18901,  5989, 3920.926, 118.728, -638.601, 196.778 
18902,  5990, 3920.926, 118.728, -638.601, 604.174 
18903,  5991, 3920.926, 118.728, -638.601, 128.831 
18904,  9212, 3911.822, 156.087, -641.529, 201.320 
18905,  9213, 3911.822, 156.087, -641.529, 458.582 
18906,  9214, 3911.822, 156.087, -641.529, 428.999 
18907,  3233, 3919.911, 142.606, -627.110, 310.740 
18908, 17496, 3914.404, 146.775, -627.001, 366.402 
18909, 17497, 3914.404, 146.775, -627.001, 616.810 
18910, 17498, 3914.404, 146.775, -627.001, 133.458 
18911, 17499, 3914.404, 146.775, -627.001, 480.188 
18912, 17505, 3914.404, 146.775, -627.001, 344.896 
18913, 17506, 3914.404, 146.775, -627.001, 616.810 
18914, 17507, 3914.404, 146.775, -627.001, 616.810 
18915, 17508, 3914.404, 146.775, -627.001, 616.810 
18916, 17509, 3914.404, 146.775, -627.001, 616.810 
18917, 17510, 3914.404, 146.775, -627.001, 616.810 
18918, 17511, 3914.404, 146.775, -627.001, 421.167 
18919,  5705, 3943.359, 121.045, -638.914, 366.156 
18920,  5706, 3943.359, 121.045, -638.914, 591.970 
18921,  5707, 3943.359, 121.045, -638.914, 504.019 
18922, 17082, 3916.943, 147.132, -641.524, 262.098 
18923, 17083, 3916.943, 147.132, -641.524, 632.294 
18924, 17084, 3916.943, 147.132, -641.524, 261.822 
18925, 18105, 3923.825, 155.532, -632.820, 318.965 
18926,  2876, 3919.133, 150.667, -641.490, 407.624 
18927,  2877, 3919.133, 150.667, -641.490, 585.438 
18928,  2878, 3919.133, 150.667, -641.490, 67.475 
18929, 10851, 3934.094, 134.074, -630.739, 320.718 
18930, 10852, 3934.094, 134.074, -630.739, 589.777 
18931, 10853, 3934.094, 134.074, -630.739, 388.759 
18932, 10854, 3934.094, 134.074, -630.739, 48.819 
18933,  8966, 3906.888, 196.424, -624.839, 164.215 
18934,  8967, 3906.888, 196.424, -624.839, 14.483 
18935,  8968, 3906.888, 196.424, -624.839, 570.449 
18936,  8969, 3906.888, 196.424, -624.839, 424.007 
18937,  8973, 3906.888, 196.424, -624.839, 377.049 
18938,  8974, 3906.888, 196.424, -624.839, 452.255 
18939, 18169, 3911.680, 173.313, -634.236, 157.172 
18940, 18170, 3911.680, 173.313, -634.236, 585.884 
18941, 18171, 3911.680, 173.313, -634.236, 21.691 
18942, 12907, 3902.815, 196.206, -630.994, 27.801 
18943,  5154, 3901.324, 201.539, -621.036, 63.884 
18944,  9534, 3902.440, 205.137, -625.758, 137.742 
18945,  9535, 3902.440, 205.137, -625.758, 522.604 
18946,  9537, 3902.440, 205.137, -625.758, 322.992 
18947,  9542, 3902.440, 205.137, -625.758, 70.274 
18948,  9543, 3902.440, 205.137, -625.758, 297.450 
18949,  9544, 3902.440, 205.137, -625.758, 222.387 
18950,  7854, 3978.538, 2480.679, -23.206, 194.997 
18951,  7855, 3978.538, 2480.679, -23.206, 126.961 
18952,  1905, 3969.935, 2486.985, -7.840, 668.447 
18953,  1906, 3969.935, 2486.985, -7.840, 556.902 
18954,  1907, 3969.935, 2486.985, -7.840, 416.582 
18955,  1908, 3969.935, 2486.985, -7.840, 657.449 
18956,  1909, 3969.935, 2486.985, -7.840, 576.423 
18957,  1910, 3969.935, 2486.985, -7.840, 18.428 
18958,  3312, 3913.565, 2469.432, -18.415, 113.719 
18959,  1648, 3900.205, 2467.789, -12.868, 262.001 
18960,  8847, 3926.151, 2470.127, 2.479, 272.364 
18961,  8848, 3926.151, 2470.127, 2.479, 629.080 
18962,  8849, 3926.151, 2470.127, 2.479, 1079.845 
18963,  8850, 3926.151, 2470.127, 2.479, 528.764 
18964,   402, 3920.227, 2466.253, -13.215, 388.696 
18965,   403, 3920.227, 2466.253, -13.215, 1079.970 
18966,   404, 3920.227, 2466.253, -13.215, 703.439 
18967,  2724, 3990.356, 2489.035, -10.119, 19.741 
18968,  2725, 3990.356, 2489.035, -10.119, 308.408 
18969, 16578, 3988.967, 2471.531, -15.979, 167.515 
18970, 16114, 3966.106, 2466.377, -16.502, 398.372 
18971, 16115, 3966.106, 2466.377, -16.502, 215.170 
18972,  6771, 3948.863, 2482.204, -6.586, 807.277 
18973,  6772, 3948.863, 2482.204, -6.586, 74.218 
18974,   692, 3986.640, 2470.623, -22.632, 261.631 
18975,   638, 3900.607, 2466.593, 2.113, 284.335 
18976,   640, 3900.607, 2466.593, 2.113, 205.841 
18977,   641, 3900.607, 2466.593, 2.113, 393.077 
18978, 18737, 3928.253, 2484.838, -3.839, 574.471 
18979, 11087, 3968.573, 2486.669, -20.480, 607.639 
18980, 11088, 3968.573, 2486.669, -20.480, 1068.055 
18981, 11089, 3968.573, 2486.669, -20.480, 789.728 
18982, 13222, 3943.496, 2486.489, -14.320, 278.681 
18983, 18754, 3901.371, 2465.608, -0.164, 372.080 
18984,  1849, 3957.624, 2486.911, -14.179, 481.821 
18985,  1850, 3957.624, 2486.911, -14.179, 1074.258 
18986,  1851, 3957.624, 2486.911, -14.179, 161.646 
18987,  7571, 3982.681, 2481.857, -23.758, 972.525 
18988,  7572, 3982.681, 2481.857, -23.758, 718.984 
18989,  7573, 3982.681, 2481.857, -23.758, 203.141 
18990,  6713, 3919.987, 2482.590, -11.645, 141.115 
18991,  6714, 3919.987, 2482.590, -11.645, 750.251 
18992,   296, 3965.494, 2466.378, -8.798, 131.059 
18993,   297, 3965.494, 2466.378, -8.798, 194.383 
18994,  2153, 3942.176, 2470.201, -15.697, 122.733 
18995,  2154, 3942.176, 2470.201, -15.697, 885.057 
18996,   402, 3934.150, 2483.102, -10.295, 867.899 
18997,   403, 3934.150, 2483.102, -10.295, 850.723 
18998,  3110, 3965.094, 2473.626, -19.862, 997.967 
18999,  3111, 3965.094, 2473.626, -19.862, 1069.917 
19000,  3112, 3965.094, 2473.626, -19.862, 194.298 
19001, 14690, 3952.784, 2488.284, -10.776, 315.232 
19002, 14693, 3952.784, 2488.284, -10.776, 698.196 
19003, 14694, 3952.784, 2488.284, -10.776, 297.806 
19004, 14695, 3952.784, 2488.284, -10.776, 918.635 
19005, 14696, 3952.784, 2488.284, -10.776, 172.243 
19006, 12813, 3961.670, 2482.914, -16.782, 662.882 
19007,   569, 3934.115, 2480.411, -14.583, 544.770 
19008,   570, 3934.115, 2480.411, -14.583, 505.093 
19009,   571, 3934.115, 2480.411, -14.583, 419.879 
19010,   573, 3934.115, 2480.411, -14.583, 598.393 
19011,   574, 3934.115, 2480.411, -14.583, 1054.571 
19012,   575, 3934.115, 2480.411, -14.583, 1082.095 
19013,   576, 3934.115, 2480.411, -14.583, 210.202 
19014,  7577, 3966.670, 2479.740, -21.125, 18.976 
19015,  7584, 3966.670, 2479.740, -21.125, 67.645 
19016, 11905, 3919.121, 2476.877, 1.444, 57.766 
19017, 11906, 3919.121, 2476.877, 1.444, 544.038 
19018, 17244, 3971.392, 2479.185, -24.132, 277.287 
19019,  6224, 3920.491, 2480.552, -2.273, 338.579 
19020,  6225, 3920.491, 2480.552, -2.273, 28.332 
19021,  5910, 3929.121, 2477.798, -0.717, 202.316 
19022,  5911, 3929.121, 2477.798, -0.717, 351.827 
19023, 15962, 3973.449, 2485.006, -17.851, 617.869 
19024,  8723, 3918.503, 2477.387, -17.467, 292.185 
19025,  8724, 3918.503, 2477.387, -17.467, 1069.678 
19026,  8725, 3918.503, 2477.387, -17.467, 1069.678 
19027,  8726, 3918.503, 2477.387, -17.467, 180.846 
19028,  8727, 3918.503, 2477.387, -17.467, 1069.678 
19029,  8728, 3918.503, 2477.387, -17.467, 1069.678 
19030, 18109, 3994.298, 2469.971, -13.220, 41.950 
19031,  9477, 3949.158, 2477.752, -0.769, 212.159 
19032,  9478, 3949.158, 2477.752, -0.769, 907.925 
19033, 16483, 3943.599, 2468.090, -10.521, 192.988 
19034, 16484, 3943.599, 2468.090, -10.521, 380.005 
19035,  7054, 3942.421, 2480.231, -19.698, 1036.823 
19036,  7056, 3942.421, 2480.231, -19.698, 369.871 
19037,  7057, 3942.421, 2480.231, -19.698, 1059.867 
19038, 15441, 3917.174, 2470.775, 2.761, 369.602 
19039, 11773, 3917.204, 2464.088, -2.113, 97.161 
19040,  1982, 3909.614, 2475.647, 0.301, 449.148 
19041,   551, 3913.322, 2523.125, 139.933, 520.405 
19042,  3514, 3902.916, 2530.010, 125.106, 1050.337 
19043,  3515, 3902.916, 2530.010, 125.106, 102.615 
19044,  3516, 3902.916, 2530.010, 125.106, 348.855 
19045, 13075, 3916.436, 2529.981, 120.989, 355.352 
19046, 13076, 3916.436, 2529.981, 120.989, 1078.236 
19047, 13077, 3916.436, 2529.981, 120.989, 1078.236 
19048, 13078, 3916.436, 2529.981, 120.989, 1078.236 
19049, 13079, 3916.436, 2529.981, 120.989, 1078.236 
19050, 13080, 3916.436, 2529.981, 120.989, 162.303 
19051, 18951, 3987.809, 2538.928, 128.058, 268.041 
19052, 18952, 3987.809, 2538.928, 128.058, 1072.246 
19053, 18953, 3987.809, 2538.928, 128.058, 1072.246 
19054, 18954, 3987.809, 2538.928, 128.058, 386.767 
19055, 15365, 3931.616, 2539.331, 121.455, 599.125 
19056, 15366, 3931.616, 2539.331, 121.455, 345.685 
19057, 15315, 3937.305, 2538.711, 120.684, 535.325 
19058, 15317, 3937.305, 2538.711, 120.684, 58.418 
19059, 15318, 3937.305, 2538.711, 120.684, 695.481 
19060, 15319, 3937.305, 2538.711, 120.684, 687.676 
19061, 15320, 3937.305, 2538.711, 120.684, 11.907 
19062, 15585, 3992.518, 2545.548, 137.507, 412.509 
19063, 15586, 3992.518, 2545.548, 137.507, 170.464 
19064,  2764, 3950.499, 2527.486, 123.543, 754.216 
19065,  2765, 3950.499, 2527.486, 123.543, 1084.647 
19066,  2766, 3950.499, 2527.486, 123.543, 708.038 
19067, 15728, 3944.976, 2539.313, 140.375, 254.848 
19068, 15729, 3944.976, 2539.313, 140.375, 1075.404 
19069, 15730, 3944.976, 2539.313, 140.375, 245.385 
19070, 15703, 3941.944, 2526.904, 127.957, 34.171 
19071, 15704, 3941.944, 2526.904, 127.957, 876.488 
19072, 15705, 3941.944, 2526.904, 127.957, 913.654 
19073,  7578, 3925.588, 2534.599, 121.467, 1021.179 
19074,  7579, 3925.588, 2534.599, 121.467, 345.145 
19075, 11025, 3974.008, 2540.384, 137.762, 1044.770 
19076, 11026, 3974.008, 2540.384, 137.762, 1072.261 
19077, 11027, 3974.008, 2540.384, 137.762, 302.986 
19078,  4242, 3928.644, 2522.459, 133.428, 1007.627 
19079,  4243, 3928.644, 2522.459, 133.428, 1074.648 
19080,  4244, 3928.644, 2522.459, 133.428, 1074.648 
19081,  4245, 3928.644, 2522.459, 133.428, 416.481 
19082,  6714, 3982.716, 2556.477, 130.814, 438.689 
19083,  6715, 3982.716, 2556.477, 130.814, 12.450 
19084, 13852, 3932.922, 2541.468, 132.559, 234.447 
19085,  9826, 3937.464, 2522.300, 134.251, 174.560 
19086,  9827, 3937.464, 2522.300, 134.251, 402.559 
19087, 17614, 3927.063, 2523.031, 125.995, 477.793 
19088, 17615, 3927.063, 2523.031, 125.995, 754.153 
19089,  5569, 3989.493, 2550.680, 123.706, 102.053 
19090, 11768, 3908.604, 2530.764, 124.177, 523.428 
19091, 15486, 3945.979, 2543.173, 130.788, 55.657 
19092, 19407, 3900.853, 2522.699, 138.432, 816.331 
19093, 19408, 3900.853, 2522.699, 138.432, 722.155 
19094,  2948, 3956.517, 2543.798, 136.746, 519.165 
19095,  2949, 3956.517, 2543.798, 136.746, 1073.061 
19096,  2950, 3956.517, 2543.798, 136.746, 1073.061 
19097,  2951, 3956.517, 2543.798, 136.746, 914.654 
19098,  2954, 3956.517, 2543.798, 136.746, 749.627 
19099,  2955, 3956.517, 2543.798, 136.746, 1073.061 
19100,  2956, 3956.517, 2543.798, 136.746, 337.779 
19101,  2959, 3956.517, 2543.798, 136.746, 929.010 
19102,  2960, 3956.517, 2543.798, 136.746, 20.081 
19103, 10054, 3939.911, 2536.970, 139.530, 30.853 
19104, 10055, 3939.911, 2536.970, 139.530, 458.209 
19105, 17400, 3977.767, 2551.267, 128.842, 447.021 
19106, 17401, 3977.767, 2551.267, 128.842, 954.503 
19107, 17402, 3977.767, 2551.267, 128.842, 1074.053 
19108, 17403, 3977.767, 2551.267, 128.842, 544.189 
19109,   640, 3932.920, 2534.480, 119.324, 246.730 
19110,   641, 3932.920, 2534.480, 119.324, 110.012 
19111, 16377, 3925.673, 2525.271, 121.962, 329.189 
19112, 16378, 3925.673, 2525.271, 121.962, 64.659 
19113, 16379, 3925.673, 2525.271, 121.962, 70.425 
19114, 16380, 3925.673, 2525.271, 121.962, 1086.003 
19115, 16381, 3925.673, 2525.271, 121.962, 1086.003 
19116, 16382, 3925.673, 2525.271, 121.962, 1086.003 
19117, 16383, 3925.673, 2525.271, 121.962, 187.237 
19118, 17739, 3948.720, 2536.138, 122.533, 403.067 
19119, 17740, 3948.720, 2536.138, 122.533, 1072.120 
19120, 17741, 3948.720, 2536.138, 122.533, 1072.120 
19121, 17742, 3948.720, 2536.138, 122.533, 612.123 
19122, 17743, 3948.720, 2536.138, 122.533, 245.419 
19123, 17744, 3948.720, 2536.138, 122.533, 1072.120 
19124, 17745, 3948.720, 2536.138, 122.533, 685.513 
19125, 17746, 3948.720, 2536.138, 122.533, 113.732 
19126, 17747, 3948.720, 2536.138, 122.533, 1072.120 
19127, 17748, 3948.720, 2536.138, 122.533, 1072.120 
19128, 17749, 3948.720, 2536.138, 122.533, 620.665 
19129,  7045, 3932.849, 2539.324, 126.642, 486.078 
19130,  7046, 3932.849, 2539.324, 126.642, 1077.394 
19131,  7047, 3932.849, 2539.324, 126.642, 319.275 
19132,  5157, 3929.346, 2534.591, 136.984, 671.100 
19133,  5158, 3929.346, 2534.591, 136.984, 1039.401 
19134, 17243, 3992.571, 2546.820, 120.554, 437.052 
19135, 17245, 3992.571, 2546.820, 120.554, 934.569 
19136, 15507, 3925.562, 2527.814, 119.090, 88.051 
19137, 15508, 3925.562, 2527.814, 119.090, 1085.542 
19138, 15509, 3925.562, 2527.814, 119.090, 1085.542 
19139, 15510, 3925.562, 2527.814, 119.090, 770.690 
19140,  4399, 3911.679, 2523.979, 120.063, 72.650 
19141,  4400, 3911.679, 2523.979, 120.063, 1076.173 
19142,  4401, 3911.679, 2523.979, 120.063, 1076.173 
19143,  4402, 3911.679, 2523.979, 120.063, 744.665 
19144, 19849, 3958.989, 2549.454, 128.735, 42.499 
19145,  2154, 3921.919, 2521.950, 132.192, 386.634 
19146,  2155, 3921.919, 2521.950, 132.192, 554.663 
19147,  2159, 3921.919, 2521.950, 132.192, 884.119 
19148,  2160, 3921.919, 2521.950, 132.192, 50.654 
19149,  2166, 3921.919, 2521.950, 132.192, 145.502 
19150,  2167, 3921.919, 2521.950, 132.192, 1086.311 
19151,  2168, 3921.919, 2521.950, 132.192, 254.159 
19152,  7362, 3956.183, 2537.282, 118.139, 383.763 
19153,  7363, 3956.183, 2537.282, 118.139, 1077.259 
19154,  7364, 3956.183, 2537.282, 118.139, 909.226 
19155,  7365, 3956.183, 2537.282, 118.139, 499.006 
19156,  7366, 3956.183, 2537.282, 118.139, 358.218 
19157,   465, 3917.757, 2531.808, 123.507, 561.127 
19158,   466, 3917.757, 2531.808, 123.507, 472.062 
19159,   467, 3917.757, 2531.808, 123.507, 513.694 
19160,   470, 3917.757, 2531.808, 123.507, 50.581 
19161,   482, 3917.757, 2531.808, 123.507, 395.325 
19162,   483, 3917.757, 2531.808, 123.507, 413.416 
19163, 12114, 3946.423, 2527.908, 125.027, 578.640 
19164, 12115, 3946.423, 2527.908, 125.027, 206.787 
19165, 18188, 4021.361, 2474.554, -27.179, 613.636 
19166, 18189, 4021.361, 2474.554, -27.179, 218.601 
19167, 15827, 4000.722, 2475.805, -8.185, 761.721 
19168, 15828, 4000.722, 2475.805, -8.185, 1078.383 
19169, 15829, 4000.722, 2475.805, -8.185, 969.283 
19170, 18744, 4019.857, 2491.296, -23.915, 682.302 
19171, 18745, 4019.857, 2491.296, -23.915, 216.219 
19172,  2649, 4064.694, 2494.547, -23.066, 750.349 
19173,  2650, 4064.694, 2494.547, -23.066, 1074.391 
19174,  2651, 4064.694, 2494.547, -23.066, 1074.391 
19175,  2652, 4064.694, 2494.547, -23.066, 342.478 
19176,  9386, 4090.268, 2483.629, -18.592, 43.010 
19177,  9387, 4090.268, 2483.629, -18.592, 1060.329 
19178,  9388, 4090.268, 2483.629, -18.592, 1060.329 
19179,  9389, 4090.268, 2483.629, -18.592, 572.276 
19180,  3770, 4024.046, 2474.555, -16.782, 77.311 
19181,  3771, 4024.046, 2474.555, -16.782, 1070.981 
19182,  3772, 4024.046, 2474.555, -16.782, 238.933 
19183, 10003, 4043.328, 2473.991, -21.822, 281.577 
19184, 10004, 4043.328, 2473.991, -21.822, 1066.971 
19185, 10005, 4043.328, 2473.991, -21.822, 482.249 
19186, 10009, 4043.328, 2473.991, -21.822, 89.230 
19187, 10010, 4043.328, 2473.991, -21.822, 192.089 
19188, 19768, 4082.916, 2488.361, -14.363, 267.809 
19189, 19769, 4082.916, 2488.361, -14.363, 602.872 
19190, 19341, 4009.228, 2481.862, -9.280, 516.862 
19191, 19342, 4009.228, 2481.862, -9.280, 664.630 
19192, 19344, 4009.228, 2481.862, -9.280, 28.788 
19193,  9626, 4047.107, 2491.706, -28.337, 79.587 
19194, 13512, 4022.369, 2476.657, -8.027, 56.841 
19195, 13513, 4022.369, 2476.657, -8.027, 407.159 
19196, 13514, 4022.369, 2476.657, -8.027, 418.411 
19197, 13516, 4022.369, 2476.657, -8.027, 918.758 
19198, 13517, 4022.369, 2476.657, -8.027, 1063.104 
19199, 13518, 4022.369, 2476.657, -8.027, 179.837 
19200, 13519, 4022.369, 2476.657, -8.027, 401.899 
19201, 13520, 4022.369, 2476.657, -8.027, 506.869 
19202,  3597, 4095.187, 2497.939, -23.512, 166.411 
19203,  3598, 4095.187, 2497.939, -23.512, 266.316 
19204,  3600, 4095.187, 2497.939, -23.512, 863.733 
19205,  3601, 4095.187, 2497.939, -23.512, 1057.386 
19206,  3602, 4095.187, 2497.939, -23.512, 670.726 
19207,  3604, 4095.187, 2497.939, -23.512, 700.209 
19208,  3605, 4095.187, 2497.939, -23.512, 1057.386 
19209,  3606, 4095.187, 2497.939, -23.512, 653.212 
19210, 11971, 4068.511, 2496.714, -19.505, 166.582 
19211, 13716, 4089.739, 2478.289, -22.517, 145.971 
19212, 13194, 4068.778, 2493.337, -18.678, 507.287 
